DOC ID,Relation ID,Relation Type,Relation Name,Term 1,Term 2,abstract
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T19,Arg2:T24,ziprasidone is NOT INDIRECT-DOWNREGULATOR of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST,Arg1:T19,Arg2:T24,ziprasidone is NOT AGONIST of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T19,Arg2:T24,ziprasidone is NOT AGONIST-ACTIVATOR of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T19,Arg2:T24,ziprasidone is NOT AGONIST-INHIBITOR of 5-HT(2)
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T19,Arg2:T24,ziprasidone is NOT ANTAGONIST of 5-HT(2)
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T19,Arg2:T25,ziprasidone is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T19,Arg2:T25,ziprasidone is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T19,Arg2:T25,ziprasidone is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T19,Arg2:T25,ziprasidone is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T19,Arg2:T25,ziprasidone is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T19,Arg2:T25,ziprasidone is NOT ANTAGONIST of D(2) receptor
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T2,Arg2:T23,Ziprasidone is DIRECT-REGULATOR of 5-HT(2) receptors
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT UPREGULATOR of 5-HT(2) receptors
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT ACTIVATOR of 5-HT(2) receptors
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT INDIRECT-UPREGULATOR of 5-HT(2) receptors
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT DOWNREGULATOR of 5-HT(2) receptors
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT INHIBITOR of 5-HT(2) receptors
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT INDIRECT-DOWNREGULATOR of 5-HT(2) receptors
15121646,CPR:8,N ,NOT AGONIST,Arg1:T2,Arg2:T23,Ziprasidone is NOT AGONIST of 5-HT(2) receptors
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT AGONIST-ACTIVATOR of 5-HT(2) receptors
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T2,Arg2:T23,Ziprasidone is NOT AGONIST-INHIBITOR of 5-HT(2) receptors
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T2,Arg2:T23,Ziprasidone is NOT ANTAGONIST of 5-HT(2) receptors
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T2,Arg2:T28,Ziprasidone is DIRECT-REGULATOR of dopamine D(2) receptors
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT UPREGULATOR of dopamine D(2) receptors
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT ACTIVATOR of dopamine D(2) receptors
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT INDIRECT-UPREGULATOR of dopamine D(2) receptors
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT DOWNREGULATOR of dopamine D(2) receptors
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT INHIBITOR of dopamine D(2) receptors
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT INDIRECT-DOWNREGULATOR of dopamine D(2) receptors
15121646,CPR:8,N ,NOT AGONIST,Arg1:T2,Arg2:T28,Ziprasidone is NOT AGONIST of dopamine D(2) receptors
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT AGONIST-ACTIVATOR of dopamine D(2) receptors
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T2,Arg2:T28,Ziprasidone is NOT AGONIST-INHIBITOR of dopamine D(2) receptors
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T2,Arg2:T28,Ziprasidone is NOT ANTAGONIST of dopamine D(2) receptors
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T3,Arg2:T26,ziprasidone is DIRECT-REGULATOR of 5-HT(2)
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT UPREGULATOR of 5-HT(2)
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT ACTIVATOR of 5-HT(2)
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT INDIRECT-UPREGULATOR of 5-HT(2)
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT DOWNREGULATOR of 5-HT(2)
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T3,Arg2:T26,ziprasidone is NOT INHIBITOR of 5-HT(2)
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT INDIRECT-DOWNREGULATOR of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST,Arg1:T3,Arg2:T26,ziprasidone is NOT AGONIST of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T26,ziprasidone is NOT AGONIST-ACTIVATOR of 5-HT(2)
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T26,ziprasidone is NOT AGONIST-INHIBITOR of 5-HT(2)
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T3,Arg2:T26,ziprasidone is NOT ANTAGONIST of 5-HT(2)
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T3,Arg2:T27,ziprasidone is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T3,Arg2:T27,ziprasidone is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T3,Arg2:T27,ziprasidone is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T27,ziprasidone is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T27,ziprasidone is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T3,Arg2:T27,ziprasidone is NOT ANTAGONIST of D(2) receptor
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T6,Arg2:T29,ziprasidone is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T6,Arg2:T29,ziprasidone is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T6,Arg2:T29,ziprasidone is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T6,Arg2:T29,ziprasidone is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T6,Arg2:T29,ziprasidone is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T6,Arg2:T29,ziprasidone is NOT ANTAGONIST of D(2) receptor
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T7,Arg2:T29,risperidone is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T7,Arg2:T29,risperidone is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T7,Arg2:T29,risperidone is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T7,Arg2:T29,risperidone is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T7,Arg2:T29,risperidone is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T7,Arg2:T29,risperidone is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T7,Arg2:T29,risperidone is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T7,Arg2:T29,risperidone is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T7,Arg2:T29,risperidone is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T7,Arg2:T29,risperidone is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T7,Arg2:T29,risperidone is NOT ANTAGONIST of D(2) receptor
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T8,Arg2:T29,clozapine is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T8,Arg2:T29,clozapine is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T8,Arg2:T29,clozapine is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T8,Arg2:T29,clozapine is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T8,Arg2:T29,clozapine is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T8,Arg2:T29,clozapine is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T8,Arg2:T29,clozapine is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T8,Arg2:T29,clozapine is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T8,Arg2:T29,clozapine is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T8,Arg2:T29,clozapine is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T8,Arg2:T29,clozapine is NOT ANTAGONIST of D(2) receptor
15121646,CPR:2,N ,DIRECT-REGULATOR,Arg1:T9,Arg2:T29,quetiapine is DIRECT-REGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT UPREGULATOR,Arg1:T9,Arg2:T29,quetiapine is NOT UPREGULATOR of D(2) receptor
15121646,CPR:10,N ,NOT ACTIVATOR,Arg1:T9,Arg2:T29,quetiapine is NOT ACTIVATOR of D(2) receptor
15121646,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T9,Arg2:T29,quetiapine is NOT INDIRECT-UPREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T9,Arg2:T29,quetiapine is NOT DOWNREGULATOR of D(2) receptor
15121646,CPR:7,N ,NOT INHIBITOR,Arg1:T9,Arg2:T29,quetiapine is NOT INHIBITOR of D(2) receptor
15121646,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T9,Arg2:T29,quetiapine is NOT INDIRECT-DOWNREGULATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST,Arg1:T9,Arg2:T29,quetiapine is NOT AGONIST of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T9,Arg2:T29,quetiapine is NOT AGONIST-ACTIVATOR of D(2) receptor
15121646,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T9,Arg2:T29,quetiapine is NOT AGONIST-INHIBITOR of D(2) receptor
15121646,CPR:9,N ,NOT ANTAGONIST,Arg1:T9,Arg2:T29,quetiapine is NOT ANTAGONIST of D(2) receptor
15126366,CPR:10,N ,NOT,Arg1:T3,Arg2:T25,I3A is NOT of C1b domain
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T3,Arg2:T25,I3A is NOT UPREGULATOR of C1b domain
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T3,Arg2:T25,I3A is NOT ACTIVATOR of C1b domain
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T25,I3A is NOT INDIRECT-UPREGULATOR of C1b domain
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T3,Arg2:T25,I3A is NOT DOWNREGULATOR of C1b domain
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T3,Arg2:T25,I3A is NOT INHIBITOR of C1b domain
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T3,Arg2:T25,I3A is NOT INDIRECT-DOWNREGULATOR of C1b domain
15126366,CPR:8,N ,NOT AGONIST,Arg1:T3,Arg2:T25,I3A is NOT AGONIST of C1b domain
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T25,I3A is NOT AGONIST-ACTIVATOR of C1b domain
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T25,I3A is NOT AGONIST-INHIBITOR of C1b domain
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T3,Arg2:T25,I3A is NOT ANTAGONIST of C1b domain
15126366,CPR:10,N ,NOT,Arg1:T3,Arg2:T26,I3A is NOT of PKC-delta
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T3,Arg2:T26,I3A is NOT UPREGULATOR of PKC-delta
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T3,Arg2:T26,I3A is NOT ACTIVATOR of PKC-delta
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T3,Arg2:T26,I3A is NOT INDIRECT-UPREGULATOR of PKC-delta
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T3,Arg2:T26,I3A is NOT DOWNREGULATOR of PKC-delta
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T3,Arg2:T26,I3A is NOT INHIBITOR of PKC-delta
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T3,Arg2:T26,I3A is NOT INDIRECT-DOWNREGULATOR of PKC-delta
15126366,CPR:8,N ,NOT AGONIST,Arg1:T3,Arg2:T26,I3A is NOT AGONIST of PKC-delta
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T3,Arg2:T26,I3A is NOT AGONIST-ACTIVATOR of PKC-delta
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T3,Arg2:T26,I3A is NOT AGONIST-INHIBITOR of PKC-delta
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T3,Arg2:T26,I3A is NOT ANTAGONIST of PKC-delta
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T11,Arg2:T30,I3A is DIRECT-REGULATOR of PKC-alpha
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T11,Arg2:T30,I3A is NOT UPREGULATOR of PKC-alpha
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T11,Arg2:T30,I3A is NOT ACTIVATOR of PKC-alpha
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T11,Arg2:T30,I3A is NOT INDIRECT-UPREGULATOR of PKC-alpha
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T11,Arg2:T30,I3A is NOT DOWNREGULATOR of PKC-alpha
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T11,Arg2:T30,I3A is NOT INHIBITOR of PKC-alpha
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T11,Arg2:T30,I3A is NOT INDIRECT-DOWNREGULATOR of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST,Arg1:T11,Arg2:T30,I3A is NOT AGONIST of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T11,Arg2:T30,I3A is NOT AGONIST-ACTIVATOR of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T11,Arg2:T30,I3A is NOT AGONIST-INHIBITOR of PKC-alpha
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T11,Arg2:T30,I3A is NOT ANTAGONIST of PKC-alpha
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T11,Arg2:T31,I3A is DIRECT-REGULATOR of PKC
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T11,Arg2:T31,I3A is NOT UPREGULATOR of PKC
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T11,Arg2:T31,I3A is NOT ACTIVATOR of PKC
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T11,Arg2:T31,I3A is NOT INDIRECT-UPREGULATOR of PKC
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T11,Arg2:T31,I3A is NOT DOWNREGULATOR of PKC
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T11,Arg2:T31,I3A is NOT INHIBITOR of PKC
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T11,Arg2:T31,I3A is NOT INDIRECT-DOWNREGULATOR of PKC
15126366,CPR:8,N ,NOT AGONIST,Arg1:T11,Arg2:T31,I3A is NOT AGONIST of PKC
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T11,Arg2:T31,I3A is NOT AGONIST-ACTIVATOR of PKC
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T11,Arg2:T31,I3A is NOT AGONIST-INHIBITOR of PKC
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T11,Arg2:T31,I3A is NOT ANTAGONIST of PKC
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T12,Arg2:T30,phosphatidylserine is DIRECT-REGULATOR of PKC-alpha
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT UPREGULATOR of PKC-alpha
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT ACTIVATOR of PKC-alpha
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT INDIRECT-UPREGULATOR of PKC-alpha
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT DOWNREGULATOR of PKC-alpha
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT INHIBITOR of PKC-alpha
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT INDIRECT-DOWNREGULATOR of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST,Arg1:T12,Arg2:T30,phosphatidylserine is NOT AGONIST of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT AGONIST-ACTIVATOR of PKC-alpha
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T12,Arg2:T30,phosphatidylserine is NOT AGONIST-INHIBITOR of PKC-alpha
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T12,Arg2:T30,phosphatidylserine is NOT ANTAGONIST of PKC-alpha
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T18,Arg2:T34,I3A is DIRECT-REGULATOR of PKC
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T18,Arg2:T34,I3A is NOT UPREGULATOR of PKC
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T18,Arg2:T34,I3A is NOT ACTIVATOR of PKC
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T18,Arg2:T34,I3A is NOT INDIRECT-UPREGULATOR of PKC
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T18,Arg2:T34,I3A is NOT DOWNREGULATOR of PKC
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T18,Arg2:T34,I3A is NOT INHIBITOR of PKC
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T18,Arg2:T34,I3A is NOT INDIRECT-DOWNREGULATOR of PKC
15126366,CPR:8,N ,NOT AGONIST,Arg1:T18,Arg2:T34,I3A is NOT AGONIST of PKC
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T18,Arg2:T34,I3A is NOT AGONIST-ACTIVATOR of PKC
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T18,Arg2:T34,I3A is NOT AGONIST-INHIBITOR of PKC
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T18,Arg2:T34,I3A is NOT ANTAGONIST of PKC
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T19,Arg2:T34,PMA is DIRECT-REGULATOR of PKC
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T19,Arg2:T34,PMA is NOT UPREGULATOR of PKC
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T19,Arg2:T34,PMA is NOT ACTIVATOR of PKC
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T19,Arg2:T34,PMA is NOT INDIRECT-UPREGULATOR of PKC
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T19,Arg2:T34,PMA is NOT DOWNREGULATOR of PKC
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T19,Arg2:T34,PMA is NOT INHIBITOR of PKC
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T19,Arg2:T34,PMA is NOT INDIRECT-DOWNREGULATOR of PKC
15126366,CPR:8,N ,NOT AGONIST,Arg1:T19,Arg2:T34,PMA is NOT AGONIST of PKC
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T19,Arg2:T34,PMA is NOT AGONIST-ACTIVATOR of PKC
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T19,Arg2:T34,PMA is NOT AGONIST-INHIBITOR of PKC
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T19,Arg2:T34,PMA is NOT ANTAGONIST of PKC
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T20,Arg2:T35,I3A is DIRECT-REGULATOR of PKC-delta
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T20,Arg2:T35,I3A is NOT UPREGULATOR of PKC-delta
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T20,Arg2:T35,I3A is NOT ACTIVATOR of PKC-delta
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T20,Arg2:T35,I3A is NOT INDIRECT-UPREGULATOR of PKC-delta
15126366,CPR:7,N ,NOT DOWNREGULATOR,Arg1:T20,Arg2:T35,I3A is NOT DOWNREGULATOR of PKC-delta
15126366,CPR:7,N ,NOT INHIBITOR,Arg1:T20,Arg2:T35,I3A is NOT INHIBITOR of PKC-delta
15126366,CPR:7,N ,NOT INDIRECT-DOWNREGULATOR,Arg1:T20,Arg2:T35,I3A is NOT INDIRECT-DOWNREGULATOR of PKC-delta
15126366,CPR:8,N ,NOT AGONIST,Arg1:T20,Arg2:T35,I3A is NOT AGONIST of PKC-delta
15126366,CPR:8,N ,NOT AGONIST-ACTIVATOR,Arg1:T20,Arg2:T35,I3A is NOT AGONIST-ACTIVATOR of PKC-delta
15126366,CPR:8,N ,NOT AGONIST-INHIBITOR,Arg1:T20,Arg2:T35,I3A is NOT AGONIST-INHIBITOR of PKC-delta
15126366,CPR:9,N ,NOT ANTAGONIST,Arg1:T20,Arg2:T35,I3A is NOT ANTAGONIST of PKC-delta
15126366,CPR:2,N ,DIRECT-REGULATOR,Arg1:T21,Arg2:T35,PMA is DIRECT-REGULATOR of PKC-delta
15126366,CPR:10,N ,NOT UPREGULATOR,Arg1:T21,Arg2:T35,PMA is NOT UPREGULATOR of PKC-delta
15126366,CPR:10,N ,NOT ACTIVATOR,Arg1:T21,Arg2:T35,PMA is NOT ACTIVATOR of PKC-delta
15126366,CPR:10,N ,NOT INDIRECT-UPREGULATOR,Arg1:T21,Arg2:T35,PMA is NOT INDIRECT-UPREGULATOR of PKC-delta
